event ID,permissions,month,day,year,iso 8601,recording location,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18
01697,no form,05,07,2002,2002-05-07T00:00:00Z,PFA,Black Maria Film Festival,,,2936,,Sam Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01698,no form,05,15,2002,2002-05-15T00:00:00Z,PFA,,,,2937,,Daniel Reeves,,,,,,,,,,,,Obsessive Becoming,,,,,,,,,,,,,,,,,
01699,partial,05,18,2002,2002-05-18T00:00:00Z,PFA,,,,2938,,Stephanie Rothman,,,,,,,,,,,,Student Nurses,,,,,,,,,,,,,,,,,
01700,no form,07,10,2002,2002-07-10T00:00:00Z,PFA,,,,2939,,Mike Mashon,,,,,,,,,,,,Age of Consent,,,,,,,,,,,,,,,,,
01701,no form,07,13,2002,2002-07-13T00:00:00Z,PFA,,,,2940,,David Thomson,,,,,,,,,,,,Lady Eve,,,,,,,,,,,,,,,,,
01702,partial,07,28,2002,2002-07-28T00:00:00Z,PFA,,,,2941,,Karina Epperlein,,,,,,,,,,,,I Will Not Be Sad in This World,,,,,,,,,,,,,,,,,
01703,full,08,08,2002,2002-08-08T00:00:00Z,PFA,Prelinger Archives: Survival of the Fittest,,,2942,,Rick Prelinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01704,full,08,21,2002,2002-08-21T00:00:00Z,PFA,Prelinger Archives: School Daze,,,2943,,Rick Prelinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01705,partial,08,27,2002,2002-08-27T00:00:00Z,PFA,,,,2944,,Kaja Silverman,,,,,,,,,,,,Soft and Hard,Reaching an Understanding,,,,,,,,,,,,,,,,
01706,full,09,03,2002,2002-09-03T00:00:00Z,PFA,Counterfeit Films,,,2945,,Brett Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01707,partial,09,07,2002,2002-09-07T00:00:00Z,PFA,Silent Actresses: The Homemaker,,,2946,,Anthony Slide,,,,,,,,,,,,The Home maker,,,,,,,,,,,,,,,,,
01708,partial,09,07,2002,2002-09-07T00:00:00Z,PFA,"Silent Actresses, tape 2",,,2947,,Anthony Slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01709,no form,09,11,2002,2002-09-11T00:00:00Z,PFA,Artist Curates Artist,,,2948,,Scott Stark,Van McElwee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01710,no form,09,13,2002,2002-09-13T00:00:00Z,PFA,Art of the Benshi,,,2949,,Midori Sawato,,,,,,,,,,,,,The Water Magician,,,,,,,,,,,,,,,,
01711,no form,09,21,2002,2002-09-21T00:00:00Z,PFA,,"Dennis James, Amy Crocker, Robert Korda, are FilmHarmonium",,2950,,Dennis James,Amy Crocker,Robert Korda,,,,,,,,,,Aelita,,,,,,,,,,,,,,,,,
01712,partial,09,25,2002,2002-09-25T00:00:00Z,PFA,,,,2951,,Pat Ferrero,,,,,,,,,,,,Yield to Total Elation: The Life and Art of Achilles Rizzoli,,,,,,,,,,,,,,,,,
01713,full,09,26,2002,2002-09-26T00:00:00Z,PFA,,,,2952,,Su Friedrich,,,,,,,,,,,,Odds of Recovery,,,,,,,,,,,,,,,,,
01714,full,10,01,2002,2002-10-01T00:00:00Z,PFA,,,,2953,,David Sherman,,,,,,,,,,,,To Re-Edit the World,,,,,,,,,,,,,,,,,
01715,full,10,01,2002,2002-10-01T00:00:00Z,PFA,To Re-Edit the World,,tape 2,2954,,David Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01716,full,10,03,2002,2002-10-03T00:00:00Z,PFA,,,,2955,,Rob Nilsson,,,,,,,,,,,,Chalk,,,,,,,,,,,,,,,,,
01717,full,10,04,2002,2002-10-04T00:00:00Z,PFA,Nilsson on Cassavetes,,,2956,,Rob Nilsson,,,,,,,,,,,,Shadows,,,,,,,,,,,,,,,,,
01718,no form,10,06,2002,2002-10-06T00:00:00Z,PFA,Cinemath,Q&A ONLY,,2957,,Keith Devlin,,,,,,,,,,,,Pi,,,,,,,,,,,,,,,,,
01719,,10,11,2002,2002-10-11T00:00:00Z,PFA,Nilsson on Cassavetes,,,2958,,Rob Nilsson,,,,,,,,,,,,Woman Under the Influence,,,,,,,,,,,,,,,,,
01720,no form,10,08,2002,2002-10-08T00:00:00Z,PFA,A Calculated Cinema,Program 1,,2959,,Dave Bayer,,,,,,,,,,,,Line Describing a Cone,Powers of Ten,Zorns Lemma,,,,,,,,,,,,,,,
01721,full,10,10,2002,2002-10-10T00:00:00Z,PFA,,,,2960,,Rob Nilsson,,,,,,,,,,,,NORTHERN LIGHTS,Words for the Dying,,,,,,,,,,,,,,,,
01722,partial,10,13,2002,2002-10-13T00:00:00Z,PFA,Cinemath,,,2961,,Robert Osserman,,,,,,,,,,,,Death of a Neapolitan Mathematician,,,,,,,,,,,,,,,,,
01723,full,10,17,2002,2002-10-17T00:00:00Z,PFA,,,,2962,,Rob Nilsson,,,,,,,,,,,,Signal 7,Heat and Sunlight,,,,,,,,,,,,,,,,
01724,no form,10,20,2002,2002-10-20T00:00:00Z,PFA,Berkeley History on Film,,,2963,,Steven Finacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01725,no form,10,20,2002,2002-10-20T00:00:00Z,PFA,Berkeley History on Film,,tape 2,2964,,Steven Finacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01726,no form,10,20,2002,2002-10-20T00:00:00Z,PFA,Cinemath,,,2965,,Dave Bayer,,,,,,,,,,,,Drowning by Numbers,,,,,,,,,,,,,,,,,
01727,no form,10,15,2002,2002-10-15T00:00:00Z,PFA,Calculated Cinema,Program Two,,2966,,Michael Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01728,full,10,18,2003,2003-10-18T00:00:00Z,PFA,,,,2967,,David Thomson,,,,,,,,,,,,The Letter,,,,,,,,,,,,,,,,,
01729,no form,10,23,2003,2003-10-23T00:00:00Z,PFA,,,,2968,,George Kachadorian,,,,,,,,,,,,Divining Mom,,,,,,,,,,,,,,,,,
01730,no form,10,24,2003,2003-10-24T00:00:00Z,PFA,,,,2969,,Rob Nilsson,,,,,,,,,,,,Stroke,Scheme 6,,,,,,,,,,,,,,,,
01731,no form,10,25,2003,2003-10-25T00:00:00Z,PFA,Nilsson on Cassavetes,,,2970,,Rob Nilsson,,,,,,,,,,,,Husbands,,,,,,,,,,,,,,,,,
01732,no form,10,27,2003,2003-10-27T00:00:00Z,PFA,Cinemath,,,2971,,Rob Graham,,,,,,,,,,,,N is a Number,,,,,,,,,,,,,,,,,
01733,full,10,27,2002,2002-10-27T00:00:00Z,PFA,Cinemath,,,2972,,Gustavo Mosquera,,,,,,,,,,,,Moebius,,,,,,,,,,,,,,,,,
01734,no form,10,30,2002,2002-10-30T00:00:00Z,PFA,,,,2973,,Sharon Rutter,,,,,,,,,,,,Demon of the Derby,,,,,,,,,,,,,,,,,
01735,full,11,13,2002,2002-11-13T00:00:00Z,PFA,,,,2974,,Todd Herman,Francis Kohler,Michael Loggins,,,,,,,,,,Life Itself,,,,,,,,,,,,,,,,,
01736,no form,11,17,2002,2002-11-17T00:00:00Z,PFA,Evening with Fiona Shaw,,,2975,,Fiona Shaw,Tony Taccone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01737,full ,11,19,2002,2002-11-19T00:00:00Z,PFA,,,,2976,,Eric Theise,Nathaniel Dorsky,,,,,,,,,,,Living Color Now,,,,,,,,,,,,,,,,,
01738,full,12,03,2002,2002-12-03T00:00:00Z,PFA,The Sixties,,,2977,,Cindy Keefer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01739,full,12,04,2002,2002-12-04T00:00:00Z,PFA,,,,2978,,Xan Price,,,,,,,,,,,,Nitwit,,,,,,,,,,,,,,,,,
01740,full,12,05,2002,2002-12-05T00:00:00Z,PFA,Kinetica 4: Abstraction/Animation/Music,,,2979,,Cindy Keefer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01741,full,01,25,2003,2003-01-25T00:00:00Z,PFA,"After the war, Before the Wall: German film",,,2980,,Eric Rentschler,Anton Kaes,Jennifer Kapczynski,,,,,,,,,,,,,,,,,,,,,,,,,,,
01742,no form,02,02,2003,2003-02-02T00:00:00Z,PFA,Bay Area High School Film and Video,Student filmmakers in person,,2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01743,full ,02,08,2003,2003-02-08T00:00:00Z,PFA,,,,2982,,Sam Zia-Zarifa,,,,,,,,,,,,"Iran, Veiled Appearances",,,,,,,,,,,,,,,,,
01744,full,02,09,2003,2003-02-09T00:00:00Z,PFA,,,,2983,,Judith Helfland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01745,full,02,13,2003,2003-02-13T00:00:00Z,PFA,,,,2984,,Gus Van Sant,,,,,,,,,,,,Van Sant retrospective,,,,,,,,,,,,,,,,,
01746,full,03,01,2003,2003-03-01T00:00:00Z,PFA,,,,2985,,Bertrand Tavernier,,,,,,,,,,,,Safe Conduct,,,,,,,,,,,,,,,,,
01747,no form,03,11,2003,2003-03-11T00:00:00Z,PFA,SFIAFF,Various Artists,,2986,,,,,,,,,,,,,,Crossed Paths,,,,,,,,,,,,,,,,,
01748,full,03,12,2003,2003-03-12T00:00:00Z,PFA,SFIAFF,,,2987,,Spencer Nakasako,,,,,,,,,,,,refugee,,,,,,,,,,,,,,,,,
01749,partial,03,31,2003,2003-03-31T00:00:00Z,PFA,,,,2988,,Frederick Wiseman,,,,,,,,,,,,Meat,,,,,,,,,,,,,,,,,
01750,partial,04,02,2003,2003-04-02T00:00:00Z,PFA,,,,2989,,Frederick Wiseman,,,,,,,,,,,,Titicut Follies,,,,,,,,,,,,,,,,,
01751,partial,04,04,2003,2003-04-04T00:00:00Z,PFA,,,,2990,,Frederick Wiseman,,,,,,,,,,,,Last Letter,,,,,,,,,,,,,,,,,
01752,full,04,08,2003,2003-04-08T00:00:00Z,PFA,,,,2991,,Michael Gray,,,,,,,,,,,,Murder of Fred Hampton,,,,,,,,,,,,,,,,,
01753,full,04,15,2003,2003-04-15T00:00:00Z,PFA,,,,2992,,Kathleen Cleaver,Katy Shroud,,,,,,,,,,,Eldridge Cleaver,,,,,,,,,,,,,,,,,
01754,full,04,16,2003,2003-04-16T00:00:00Z,PFA,,,,2993,,Paul Kos,,,,,,,,,,,,Sympathetic Vibrations,,,,,,,,,,,,,,,,,
01755,full,04,20,2003,2003-04-20T00:00:00Z,PFA,SFIFF,,,2994,,John Kirk,,,,,,,,,,,,He who must die,,,,,,,,,,,,,,,,,
01756,full,04,21,2003,2003-04-21T00:00:00Z,PFA,SFIFF,,,2995,,Heiner Stadler,,,,,,,,,,,,"Eat, Sleep, No Woman",,,,,,,,,,,,,,,,,
01757,full,04,21,2003,2003-04-21T00:00:00Z,PFA,SFIFF,,,2996,,Penny Woolcock,,,,,,,,,,,,Death of Klinghoffer,,,,,,,,,,,,,,,,,
01758,full,04,22,2003,2003-04-22T00:00:00Z,PFA,SFIFF,,,2997,,Pat O’Neill,,,,,,,,,,,,Decay of Fiction,,,,,,,,,,,,,,,,,
01759,full,04,26,2003,2003-04-26T00:00:00Z,PFA,SFIFF,,,2998,,Eliseo Subiela,,,,,,,,,,,,Dark Side of the Heart II,,,,,,,,,,,,,,,,,
01760,full,04,26,2003,2003-04-26T00:00:00Z,PFA,SFIFF,,,2999,,Michel Aviad,,,,,,,,,,,,For My Children,,,,,,,,,,,,,,,,,
01761,full,04,26,2003,2003-04-26T00:00:00Z,PFA,SFIFF,,,3000,,John Shenk,Megan Mylan,,,,,,,,,,,Lost boys of Sudan,,,,,,,,,,,,,,,,,
01762,full,04,27,2003,2003-04-27T00:00:00Z,PFA,SFIFF 03,,,3001,,Robb Moss,Olga Rozanova,,,,,,,,,,,Same River Twice,A letter,,,,,,,,,,,,,,,,
01763,full,04,28,2003,2003-04-28T00:00:00Z,PFA,,,,3002,,Sam Green,,,,,,,,,,,,Weather Underground,,,,,,,,,,,,,,,,,
01764,full,04,29,2003,2003-04-29T00:00:00Z,PFA,SFIFF,,,3003,,Kerry Laitala,Michael Wilson,,,,,,,,,,,Cautionary Tales,,,,,,,,,,,,,,,,,
01765,full,04,30,2003,2003-04-30T00:00:00Z,PFA,SFIFF,,,3004,,Gyorgy Polfi,,,,,,,,,,,,Hukkle,,,,,,,,,,,,,,,,,
01766,full,05,01,2003,2003-05-01T00:00:00Z,PFA,SFIFF,,,3005,,Manijeh Hekmat,,,,,,,,,,,,Women’s Prison,,,,,,,,,,,,,,,,,
01767,full,05,13,2003,2003-05-13T00:00:00Z,PFA,,,,3006,,Deborah Stratman,,,,,,,,,,,,In order not to be here,,,,,,,,,,,,,,,,,
01768,full,05,29,2003,2003-05-29T00:00:00Z,PFA,Nicholas Ray Series,,,3007,,Myron Meisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01769,full,06,10,2003,2003-06-10T00:00:00Z,PFA,,,,3008,,Tiffany Shlain,,,,,,,,,,,,"Life, liberty and the pursuit of happiness",,,,,,,,,,,,,,,,,
01770,full,06,12,2003,2003-06-12T00:00:00Z,PFA,,,,3009,,Richard Bach,Steve Anker,,,,,,,,,,,We can’t go home again,,,,,,,,,,,,,,,,,
01771,partial,06,17,2003,2003-06-17T00:00:00Z,PFA,,,,3010,,Robert Fenz,,,,,,,,,,,,Medidations on Revolution,,,,,,,,,,,,,,,,,
01772,full,06,18,2003,2003-06-18T00:00:00Z,PFA,,,,3011,,James Schamus,,,,,,,,,,,,The Hulk,,,,,,,,,,,,,,,,,
01773,no form,07,16,2003,2003-07-16T00:00:00Z,PFA,,,,3012,,Anthony Taylor,,,,,,,,,,,,Incubus,,,,,,,,,,,,,,,,,
01774,full,08,21,2003,2003-08-21T00:00:00Z,PFA,,,,3013,,Kim Wood,,,,,,,,,,,,On my knees,,,,,,,,,,,,,,,,,
01775,full,09,26,2003,2003-09-26T00:00:00Z,PFA,How to score a film,,,3014,,Neil Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01776,full,10,01,2003,2003-10-01T00:00:00Z,PFA,,,,3015,,Heddy Honigmann,,,,,,,,,,,,CRAZY,,,,,,,,,,,,,,,,,
01777,full,10,03,2003,2003-10-03T00:00:00Z,PFA,,,,3016,,Heddy Honigmann,,,,,,,,,,,,Mind Shadows,,,,,,,,,,,,,,,,,
01778,full,10,03,2003,2003-10-03T00:00:00Z,PFA,,,,3017,,Heddy Honigmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01779,full,10,07,2003,2003-10-07T00:00:00Z,PFA,Cinema of Ernie Gehr,,,3018,,Ernie Gehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01780,full,10,14,2003,2003-10-14T00:00:00Z,PFA,Cinema of Ernie Gehr,,,3019,,Ernie Gehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01781,full,10,16,2003,2003-10-16T00:00:00Z,PFA,,,,3020,,Lynn Hershman Leeson,,,,,,,,,,,,Teknolust,,,,,,,,,,,,,,,,,
01782,full,01,22,2003,2003-01-22T00:00:00Z,PFA,,,,3021,,Jordan Belson,,,,,,,,,,,,Suburban stasis,,,,,,,,,,,,,,,,,
01783,full,01,23,2003,2003-01-23T00:00:00Z,PFA,"After the war, Before the Wall: German film",,,3022,,Eric Rentschler,,,,,,,,,,,,Call girl named rosemarie,,,,,,,,,,,,,,,,,
01784,no form,01,26,2003,2003-01-26T00:00:00Z,PFA,,Other crew members in person as well,,3023,,Paul Dinocchio,,,,,,,,,,,,Place named Destiny,,,,,,,,,,,,,,,,,
01785,full,02,06,2003,2003-02-06T00:00:00Z,PFA,,,,3024,,Merce Cunningham,,,,,,,,,,,,Merce Cunningham,Dances for camera,,,,,,,,,,,,,,,,
01786,no form,03,04,2003,2003-03-04T00:00:00Z,PFA,,,,3025,,,,,,,,,,,,,,,Home is where the healing is,,,,,,,,,,,,,,,,
01787,full,03,08,2003,2003-03-08T00:00:00Z,PFA,NAATA,,,3026,,Carma Hinton,Richard Gordon,,,,,,,,,,,Morning Sun,,,,,,,,,,,,,,,,,
01788,full,03,10,2003,2003-03-10T00:00:00Z,PFA,NAATA,,,3027,,Daniel Gordon,,,,,,,,,,,,Game of their lives,,,,,,,,,,,,,,,,,
01789,no form,03,16,2003,2003-03-16T00:00:00Z,PFA,For the Love of It: Amateur Film Clubs,,,3028,,Melinda Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01790,no form,03,20,2003,2003-03-20T00:00:00Z,PFA,Dialogues: Documentaries from the UCB School of Journalism,Speakers are graduate students at UCB,,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01791,no form,06,25,2003,2003-06-25T00:00:00Z,PFA,,,,3030,,Anne Mcguire,,,,,,,,,,,,The Andromeda Strain,,,,,,,,,,,,,,,,,
01792,full,07,26,2003,2003-07-26T00:00:00Z,PFA,,,tape 1,3031,,Robert Gitt,,,,,,,,,,,,Night of the Hunter Outtakes,,,,,,,,,,,,,,,,,
01793,full,07,26,2003,2003-07-26T00:00:00Z,PFA,,,tape 2,3032,,Robert Gitt,,,,,,,,,,,,Night of the Hunter Outtakes,,,,,,,,,,,,,,,,,
01794,full,08,01,2003,2003-08-01T00:00:00Z,PFA,,,,3033,,Stephen Jay Schneider,,,,,,,,,,,,Pied Piper,Czech fantasy and horror,,,,,,,,,,,,,,,,
01795,full,08,03,2003,2003-08-03T00:00:00Z,PFA,,,,3034,,James Curtis,Jean Butler,Ronald Fields,,,,,,,,,,IT’S A GIFT,W.C. Fields,,,,,,,,,,,,,,,,
01796,full,08,05,2003,2003-08-05T00:00:00Z,PFA,,,,3035,,DeeDee Halleck,,,,,,,,,,,,Hopeful pageantry of bread and puppet,,,,,,,,,,,,,,,,,
01797,no form,09,16,2002,2002-09-16T00:00:00Z,PFA,Art of the Benshi Symposium,,tape 1,3036,,Midori Sawato,Linda Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01798,no form,09,16,2002,2002-09-16T00:00:00Z,PFA,Art of the Benshi Symposium,,tape 2,3037,,Midori Sawato,Linda Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01799,no form,10,22,2002,2002-10-22T00:00:00Z,PFA,ALTERNATIVE REQUIREMENTS: RECENT FILMS FROM BAY AREA FILM PROGRAMS,Alternative Requirements Artists in person,,3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01800,full,10,21,2003,2003-10-21T00:00:00Z,PFA,ernie gehr,Program 3,,3039,,Ernie Gehr,,,,,,,,,,,,,sidewalk shuttle,passage,this side of paradise,,,,,,,,,,,,,,
01801,full,10,28,2003,2003-10-28T00:00:00Z,PFA,Films of Hanna Schupbach,,,3040,,Hanna Schupbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01802,full,10,30,2003,2003-10-30T00:00:00Z,PFA,,,,3041,,Greg Niemeyer,,,,,,,,,,,,Organum,Demon Seed,,,,,,,,,,,,,,,,
01803,full,11,01,2003,2003-11-01T00:00:00Z,PFA,,,,3042,,Nozumu Takahashi,,,,,,,,,,,,Anime Celebration,Only Yesterday,,,,,,,,,,,,,,,,
01804,full,11,02,2003,2003-11-02T00:00:00Z,PFA,Anime Panel,Also appearing was a Pixar representative,tape 1,3043,,Nozumu Takahashi,Kaori Shoji,Russell Merritt,,,,,,,,,,Cat Returns,,,,,,,,,,,,,,,,,
01805,full,11,02,2003,2003-11-02T00:00:00Z,PFA,Anime Panel,Also appearing was a Pixar representative,tape 2,3044,,Nozumu Takahashi,Kaori Shoji,Russell Merritt,,,,,,,,,,Cat Returns,,,,,,,,,,,,,,,,,
01806,no form,11,04,2003,2003-11-04T00:00:00Z,PFA,ALTERNATIVE REQUIREMENTS: RECENT FILMS FROM BAY AREA FILM PROGRAMS,Alternative Requirements Artists in person,,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01807,full,11,05,2003,2003-11-05T00:00:00Z,PFA,Stand-By Program,,,3046,,Marshall Reese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01808,full,11,18,2003,2003-11-18T00:00:00Z,PFA,,,,3047,,Sharon Lockhart,,,,,,,,,,,,No,Goshogaoko,,,,,,,,,,,,,,,,
01809,no form,11,20,2003,2003-11-20T00:00:00Z,PFA,,,,3048,,Jonathan Karsh,,,,,,,,,,,,My flesh and blood,mead 2003,,,,,,,,,,,,,,,,
01810,full,11,21,2003,2003-11-21T00:00:00Z,PFA,,,,3049,,Gregorio Rocha,,,,,,,,,,,,Lost Reels of Pancho Villa,,,,,,,,,,,,,,,,,
01811,partial,11,25,2003,2003-11-25T00:00:00Z,PFA,Light-on-Light: Projection Performance,,,3050,,Luis Recoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01812,no form,11,22,2003,2003-11-22T00:00:00Z,PFA,,,,3051,,Greil Marcus,,,,,,,,,,,,Manchurian Candidate,,,,,,,,,,,,,,,,,
01813,full,11,25,2003,2003-11-25T00:00:00Z,PFA,,,,3052,,Travis Wilkerson,,,,,,,,,,,,Superior Elegy,,,,,,,,,,,,,,,,,
01814,no form,01,18,2004,2004-01-18T00:00:00Z,PFA,6th annual High School Film and Video Festival,Various student artists,,3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01815,full,01,20,2004,2004-01-20T00:00:00Z,PFA,Animation and Anti-Animation,,,3054,,Anna Geyer,Damon Damonte,,,,,,,,,,,,Wonderpain,Arapadaptor (I feel so),,,,,,,,,,,,,,,
01816,no form,01,28,2004,2004-01-28T00:00:00Z,PFA,,,,3055,,Steve Seid,,,,,,,,,,,,They Might Be Giants,When Video Came,,,,,,,,,,,,,,,,
01817,partial,02,03,2004,2004-02-03T00:00:00Z,PFA,,,,3056,,Robert Beavers,,,,,,,,,,,,Hand Outstretched,,,,,,,,,,,,,,,,,
01818,partial,02,05,2004,2004-02-05T00:00:00Z,PFA,,,,3057,,Robert Beavers,,,,,,,,,,,,Hand Outstretched,,,,,,,,,,,,,,,,,
01819,partial,02,06,2004,2004-02-06T00:00:00Z,PFA,Workshop with Robert Beavers,,,3058,,Robert Beavers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01820,partial,02,08,2004,2004-02-08T00:00:00Z,PFA,My Hand Outstretched,Program 3,,3059,,Robert Beavers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01821,full,02,10,2004,2004-02-10T00:00:00Z,PFA,,,,3060,,Lee Anne Schmitt,,,,,,,,,,,,Awake and Sing,,,,,,,,,,,,,,,,,
01822,full,02,18,2004,2004-02-18T00:00:00Z,PFA,Tony Oursler program,,,3061,,Tony Labat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01823,no form,02,28,2004,2004-02-28T00:00:00Z,PFA,NAATA,,,3062,,Andrea Holley,Richard Dicker,Glenn Galaich,,,,,,,,,,S-21 Khmer Rouge Killing Machine,,,,,,,,,,,,,,,,,
01824,no form,02,24,2004,2004-02-24T00:00:00Z,PFA,Joseph Cornell Centenary Program,,,3063,,Bradley Eros,Jeanne Liotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01825,full,03,02,2004,2004-03-02T00:00:00Z,PFA,,,,3064,,Zoe Beloff,,,,,,,,,,,,Slumberland,,,,,,,,,,,,,,,,,
01826,full,03,03,2004,2004-03-03T00:00:00Z,PFA,,,,3065,,Jon Else,,,,,,,,,,,,Open Outcry,,,,,,,,,,,,,,,,,
01827,no form,03,04,2004,2004-03-04T00:00:00Z,PFA,Undergrads and Underdogs: Film and Video Makers at Cal,Various student artists,,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01828,full,03,05,2004,2004-03-05T00:00:00Z,PFA,NAATA,,,3067,,Ching C. Ip,,,,,,,,,,,,See You Off to the Edge of Town,,,,,,,,,,,,,,,,,
01829,full,03,06,2004,2004-03-06T00:00:00Z,PFA,NAATA,,,3068,,Im Sang Soo,,,,,,,,,,,,Good Lawyer’s Wife,,,,,,,,,,,,,,,,,
01830,full,03,06,2004,2004-03-06T00:00:00Z,PFA,NAATA,,,3069,,Royston Tan,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,
01831,no form,03,11,2004,2004-03-11T00:00:00Z,PFA,Student Experimental Filmmakers at Cal,Various student artists,,3070,,,,,,,,,,,,,,"Music, Story, Expectation",,,,,,,,,,,,,,,,,
01832,no form,03,12,2004,2004-03-12T00:00:00Z,PFA,Women of Color Film Festival,Various Artists,,3071,,,,,,,,,,,,,,,Secret Language of Youth,,,,,,,,,,,,,,,,
01833,no form,03,13,2004,2004-03-13T00:00:00Z,PFA,Women of Color Film Festival,Various Artists,,3072,,,,,,,,,,,,,,Liberation of Everyday Life,,,,,,,,,,,,,,,,,
01834,no form,03,14,2004,2004-03-14T00:00:00Z,PFA,Women of Color Film Festival,Various Artists,,3073,,,,,,,,,,,,,,Endurance of Spirit,Truth has a perfect memory,,,,,,,,,,,,,,,,
01835,no form,03,17,2004,2004-03-17T00:00:00Z,PFA,,,,3074,,Chip Lord,Doug Hall,Marita Sturken,,,,,,,,,,Ant Farm,Eternal Frame,,,,,,,,,,,,,,,,
01836,full,03,18,2004,2004-03-18T00:00:00Z,PFA,Graduate student documentary filmmakers,with student filmmakers,,3075,,Michelle Dixon,,,,,,,,,,,,DeCoded,,,,,,,,,,,,,,,,,
01837,no form,04,02,2004,2004-04-02T00:00:00Z,PFA,Remembering Marlon Riggs: A Tribute to Marlon Riggs,,,3076,,Sam Green,Tom Goldstein,Herman Gray,Patricia A. Turner,,,,,,,,,,,Tongues Untied,,,,,,,,,,,,,,,
01838,full,04,03,2004,2004-04-03T00:00:00Z,PFA,,,,3077,,Charles Burnett,,,,,,,,,,,,Nightjohn,To Sleep with Anger,,,,,,,,,,,,,,,,
01839,full,04,04,2004,2004-04-04T00:00:00Z,PFA,,,,3078,,Charles Burnett,,,,,,,,,,,,Nightjohn,My Brother’s Wedding,,,,,,,,,,,,,,,,
01840,full,04,07,2004,2004-04-07T00:00:00Z,PFA,,,,3079,,Charles Burnett,,,,,,,,,,,,Killer of Sheep,,,,,,,,,,,,,,,,,
01841,full,04,07,2004,2004-04-07T00:00:00Z,PFA,,,tape 2,3080,,Charles Burnett,,,,,,,,,,,,Killer of Sheep,,,,,,,,,,,,,,,,,
01842,full,04,08,2004,2004-04-08T00:00:00Z,PFA,,,,3081,,Charles Burnett,,,,,,,,,,,,Nat Turner: A Troublesome Property,,,,,,,,,,,,,,,,,
01843,full,04,09,2004,2004-04-09T00:00:00Z,PFA,,,,3082,,Charles Burnett,,,,,,,,,,,,Glass Shield,,,,,,,,,,,,,,,,,
01844,full,04,10,2004,2004-04-10T00:00:00Z,PFA,,,,3083,,Charles Burnett,,,,,,,,,,,,Charles Burnett Panel Discussion,,,,,,,,,,,,,,,,,
01845,full,04,10,2004,2004-04-10T00:00:00Z,PFA,,,,3084,,Charles Burnett,,,,,,,,,,,,Charles Burnett,Panel discussion,,,,,,,,,,,,,,,,
01846,full,04,07,2004,2004-04-07T00:00:00Z,PFA,,,,3085,,Noel Lawrence,,,,,,,,,,,,Peep Show,,,,,,,,,,,,,,,,,
01847,full,04,06,2004,2004-04-06T00:00:00Z,PFA,,,,3086,,Daniel Eisenberg,,,,,,,,,,,,Something More than Night,,,,,,,,,,,,,,,,,
01848,no form,04,17,2004,2004-04-17T00:00:00Z,PFA,SFIFF,,,3087,,Jehane Noujaim,,,,,,,,,,,,Control Room,,,,,,,,,,,,,,,,,
